plane_id,flight_id,origin_country,time_position,last_contact,longitude,latitude,flight_altitude_m,on_ground,velocity,true_track,vertical_rate,inside_saudi_boundary,registration,manufacturername,model,typecode,openap_typecode,aircraft_metadata_matched,weather_time,weather_location_id,weather_latitude,weather_longitude,weather_distance_km,pressure_level_hpa,flight_temperature_c,flight_wind_speed_kmh,flight_wind_direction_deg,headwind_component_ms,crosswind_component_ms,derived_airspeed_ms,fuel_flow_ready,estimated_mass_kg,fuel_flow_kg_s,co2_g_s,nox_g_s,co_g_s,hc_g_s,sox_g_s,soot_g_s
739222,4XCDE,Israel,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,35.0522,32.8457,449.58,False,43.76,17.8,3.25,False,4X-CDE,,,C172,,True,2026-09-18 15:00:00+00:00,0,32.8125,35.125,7.739359741157518,850,15.8,39.7,279.0,-1.6870938056878686,-10.897962984285597,43.46142005091696,False,,,,,,,,
74282d,JAV271,Jordan,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,35.0496,32.0513,6393.18,False,209.04,299.97,6.18,False,,,,,,False,2026-09-18 15:00:00+00:00,1,32.125,35.0,9.43362747917352,500,-5.6,57.4,259.0,12.038900427071077,-10.45419461981855,221.32593702318724,False,,,,,,,,
8015c2,IGO094,India,2026-09-18 15:20:34+00:00,2026-09-18 15:20:35+00:00,51.5766,22.9726,11414.76,False,232.84,99.8,0.0,True,,,,,,False,2026-09-18 15:00:00+00:00,2,23.022846,51.630096,7.822977886638421,250,-40.0,11.1,167.0,1.194839724893984,2.842411384064543,234.05209998530898,False,,,,,,,,
0180a0,BNL741,Libyan Arab Jamahiriya,2026-09-18 15:20:34+00:00,2026-09-18 15:20:35+00:00,50.2697,23.682,11711.94,False,248.48,292.26,0.0,True,5A-BRB,,,A320,A320,True,2026-09-18 15:00:00+00:00,3,23.725834,50.27455,4.899067928316016,250,-40.5,28.8,182.0,-2.7702463766660212,-7.5050473024870925,245.8243453375846,True,66300.0,0.7502477509800457,2370.7828930969445,10.431683221134254,1.9645366544980873,0.1767110412054063,0.9002973011760548,0.02250743252940137
728679,IAW163,Iraq,2026-09-18 15:18:45+00:00,2026-09-18 15:18:45+00:00,36.0761,31.7282,1059.18,False,74.17,260.02,-3.9,False,,,,,,False,2026-09-18 15:00:00+00:00,4,31.6875,36.125,6.471453844470332,850,16.9,41.5,287.0,10.273151420276223,5.229915906580501,84.60495164100979,False,,,,,,,,
4521ac,CYF462,Bulgaria,2026-09-18 15:17:08+00:00,2026-09-18 15:17:08+00:00,34.8784,32.006,,True,4.37,120.94,,False,,,,,,False,2026-09-18 15:00:00+00:00,5,32.0,34.875,0.7402045168975425,,,,,,,,False,,,,,,,,
70203f,BBC349,Bangladesh,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,55.5766,25.0783,11711.94,False,251.47,277.17,0.0,False,S2-AFP,Boeing,777 3E9ER,B77W,B77W,True,2026-09-18 15:00:00+00:00,6,25.13181,55.631065,8.091873469022277,250,-39.5,23.6,345.0,2.473777896689409,6.0708921551800135,254.0163342464475,True,298775.0,3.259727912332431,10300.740202970483,82.07334592362803,3.7115710457266418,0.19744573318886596,3.9116734947989173,0.09779183736997293
89605b,ROJ003,United Arab Emirates,2026-09-18 15:20:33+00:00,2026-09-18 15:20:35+00:00,53.2824,24.9582,6263.64,False,188.02,117.9,-5.53,False,A6-AIN,Boeing,737NG 7Z5 BBJ,B737,B737,True,2026-09-18 15:00:00+00:00,7,24.99121,53.2831,3.671222631326932,500,-4.4,26.6,98.0,6.947684494021429,-2.5150266765742044,194.98390537719817,True,59500.0,0.43815984563824917,1384.5851122168674,3.9294627286855124,3.2959486873062196,0.30363210350676395,0.525791814765899,0.013144795369147474
8960ae,DUB2,United Arab Emirates,2026-09-18 15:16:24+00:00,2026-09-18 15:16:25+00:00,55.4011,25.2325,45.72,False,78.43,300.77,-3.58,False,A6-MMM,Boeing,747 422,B744,B744,True,2026-09-18 15:00:00+00:00,8,25.202108,55.39957,3.382939380203574,850,29.9,19.9,261.0,4.248752700132629,-3.536160015272149,82.75433871225907,True,337280.0,2.6781857979895087,8463.067121646847,33.80297960311927,5.624660848504748,0.29300572520605855,3.21382295758741,0.08034557393968526
500205,MEA422,San Marino,2026-09-18 15:20:32+00:00,2026-09-18 15:20:34+00:00,38.7293,31.7071,10652.76,False,236.56,152.26,0.0,True,T7-ME6,,A321-271NX,A21N,A21N,True,2026-09-18 15:00:00+00:00,9,31.6875,38.6875,4.515424403341259,250,-43.0,96.5,238.0,1.9911848079366334,26.731498119308945,240.04424751485496,True,82450.0,0.5525810417291921,1746.156091864247,5.823557964170568,2.46400734126224,0.029545020319972286,0.6630972500750305,0.016577431251875763
896120,UAE74W,United Arab Emirates,2026-09-18 15:19:59+00:00,2026-09-18 15:20:31+00:00,53.7864,22.7856,12031.98,False,253.75,91.86,0.0,True,A6-ECY,Boeing,777 31HER,B77W,B77W,True,2026-09-18 15:00:00+00:00,10,22.811949,53.8125,3.9676400801607663,200,-52.0,19.0,145.0,3.1659372452758547,4.222769189830303,256.95063843129304,True,298775.0,3.24732765698769,10261.5553960811,82.76781665419252,2.973836443689204,0.19655564860345262,3.8967931883852276,0.09741982970963069
896190,UAE25K,United Arab Emirates,2026-09-18 15:20:34+00:00,2026-09-18 15:20:35+00:00,54.9721,25.5612,3672.84,False,188.06,105.06,-2.6,False,A6-EEQ,Airbus,A380 861,A388,A388,True,2026-09-18 15:00:00+00:00,11,25.6239,54.97826,6.999237123785392,700,14.6,22.4,194.0,0.1151075939035649,6.221157418402284,188.2779167018844,True,476000.0,3.4073931582250805,10767.362379991255,57.0139343006848,4.254493777497629,0.255959410882818,4.088871789870097,0.10222179474675241
896179,UAE840,United Arab Emirates,2026-09-18 15:20:24+00:00,2026-09-18 15:20:31+00:00,52.9282,26.1453,8115.3,False,211.36,113.07,0.0,False,A6-EWG,Boeing,777 21HLR,B77L,B77L,True,2026-09-18 15:00:00+00:00,12,26.115992,52.935375,3.3366887487623824,300,-29.5,6.1,259.0,-1.4035994452910996,0.9492368368785309,209.95854634775372,True,298775.0,3.313082554206456,10469.340871292401,79.91270212798345,5.693734836302859,0.18286563788235116,3.975699065047747,0.09939247662619367
45211b,CYF457,Bulgaria,2026-09-18 15:17:32+00:00,2026-09-18 15:17:32+00:00,34.8699,32.0076,,True,5.4,210.94,,False,LZ-LAI,,,A320,A320,True,2026-09-18 15:00:00+00:00,5,32.0,34.875,0.9723325021788782,,,,,,,,False,,,,,,,,
8018e0,IGO081,India,2026-09-18 15:20:34+00:00,2026-09-18 15:20:35+00:00,55.4867,25.1955,11079.48,False,236.61,277.5,0.0,False,,,,,,False,2026-09-18 15:00:00+00:00,13,25.202108,55.49676,1.2507521133610902,250,-39.5,22.8,342.0,2.7265702797858697,5.716373467549117,239.40482618132702,False,,,,,,,,
896264,AUH03,United Arab Emirates,2026-09-18 15:19:31+00:00,2026-09-18 15:20:14+00:00,53.1552,22.8066,12672.06,False,245.0,91.8,0.0,True,A6-ALN,Boeing,Boeing 777 2ANER,B772,B772,True,2026-09-18 15:00:00+00:00,14,22.811949,53.15625,0.6044404523182758,200,-52.0,23.1,141.0,4.19278220893651,4.857384940432104,249.24011894855533,True,252450.0,3.056818811313064,9659.547443749283,104.16462388304602,2.2202906543000966,0.15070807122473662,3.6681825735756766,0.09170456433939192
471e16,ISR769,Hungary,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,34.2115,32.0583,4465.32,False,180.05,294.29,8.78,False,HA-LKG,Boeing,737NG 8CX/W,B738,B738,True,2026-09-18 15:00:00+00:00,15,32.125,34.1875,7.753653429077272,700,7.6,40.0,264.0,9.594262157089851,-5.604188057559309,189.72704892263394,True,67150.0,1.4306124249459817,4520.735262829302,28.702914173861014,1.4252826207279248,0.1814086845296315,1.716734909935178,0.04291837274837945
89625b,ETD4SR,United Arab Emirates,2026-09-18 15:20:28+00:00,2026-09-18 15:20:28+00:00,54.3706,24.4725,2887.98,False,141.98,110.8,-3.25,False,A6-EIM,Airbus,A320 232,A320,A320,True,2026-09-18 15:00:00+00:00,16,24.49912,54.423077,6.079623689768245,700,14.3,21.1,194.0,0.6939788142408806,5.819881172513314,142.7926302284142,True,66300.0,0.4420641809387444,1396.9228117664322,3.603533793712779,6.43841058425996,0.7298215103152789,0.5304770171264932,0.013261925428162331
738287,ISR514,Israel,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,34.0979,32.4425,3589.02,False,171.05,133.29,-5.2,False,4X-ABS,Airbus Industrie,A-320-232,A320,A320,True,2026-09-18 15:00:00+00:00,17,32.375,34.125,7.925087678423136,700,6.7,34.1,271.0,-7.007062621539279,6.373701220247746,164.16671212824656,True,66300.0,0.3710682578199934,1172.5756947111793,2.67306167089065,7.6092675626739785,0.888686226840783,0.4452819093839921,0.011132047734599802
896406,ETD11K,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,53.48,24.8877,5966.46,False,196.49,120.53,-7.15,False,A6-APC,Airbus,A380 861,A388,A388,True,2026-09-18 15:00:00+00:00,18,24.920912,53.51613,5.188090246686883,500,-4.2,27.7,95.0,6.943156931057141,-3.3161795999847694,203.46018378561317,True,476000.0,1.7621377859590883,5568.355403630719,18.045846573780153,25.26288901759056,2.8952481384748237,2.1145653431509057,0.05286413357877265
896364,ABY188,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,53.9044,25.9132,8412.48,False,221.37,101.94,-4.88,False,A6-ANM,Airbus,A320 214SL,A320,A320,True,2026-09-18 15:00:00+00:00,19,25.905096,53.941048,3.7746197197840177,300,-29.5,5.1,315.0,-1.1873079983389243,-0.7728157358160229,220.18404824432645,True,66300.0,0.508960848170855,1608.3162802199017,4.981947363578166,1.7753174104487526,0.10323697238751436,0.6107530178050259,0.015268825445125648
89638d,ABY322,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,55.3084,25.5388,2529.84,False,154.35,119.56,-8.78,False,A6-ANT,Airbus,A320 214SL,A320,A320,True,2026-09-18 15:00:00+00:00,20,25.483303,55.347073,7.289927145114464,700,14.6,19.9,194.0,1.4828116895043475,5.325185128609435,155.92377238801814,True,66300.0,0.17639365153327724,557.4039388451561,0.7717156781307504,6.428216851957669,0.7798495052374977,0.21167238183993267,0.005291809545998317
8963f9,ETD3JY,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,55.8126,23.538,7581.9,False,223.41,334.2,-10.73,False,A6-EIY,Airbus,A320 232SL,A320,A320,True,2026-09-18 15:00:00+00:00,21,23.514936,55.800003,2.8681996149068163,500,-3.3,20.7,80.0,-1.5656114204833018,5.532753462793391,221.91337072177433,True,66300.0,0.2417147330176438,763.8185563357544,1.3156176582155006,8.525760441352473,1.0180905465156307,0.2900576796211725,0.007251441990529313
8963ff,ABY818,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,54.6277,25.3373,4770.12,False,198.28,267.32,9.1,False,A6-AOC,Airbus,A320 214SL,A320,A320,True,2026-09-18 15:00:00+00:00,22,25.272406,54.583782,8.459318909559842,500,-4.0,23.2,69.0,-6.117813034885928,2.0256425814320473,192.17286313911015,True,66300.0,1.3928162310125145,4401.299289999546,29.058857473137934,1.3990186045144852,0.18776324256510785,1.6713794772150175,0.04178448693037543
8963e6,UAE7CN,United Arab Emirates,2026-09-18 15:20:34+00:00,2026-09-18 15:20:34+00:00,54.3332,25.656,5356.86,False,179.93,108.85,-10.08,False,A6-EOI,Airbus,A380 861,A388,A388,True,2026-09-18 15:00:00+00:00,23,25.694199,54.254623,8.947188978157174,500,-4.2,17.5,74.0,3.9892749895075035,-2.7777844215593483,183.94025062220268,True,476000.0,0.7201813647374841,2275.7731125704495,3.6586238407974765,32.10631719797191,3.862701652168151,0.8642176376849808,0.02160544094212452
8963dc,UAE858,United Arab Emirates,2026-09-18 15:20:25+00:00,2026-09-18 15:20:35+00:00,50.0819,28.0624,11376.66,False,252.83,146.12,0.0,False,A6-EPM,Boeing,Boeing 777-31H(ER),B77W,B77W,True,2026-09-18 15:00:00+00:00,24,28.084358,50.13559,5.806002067619566,250,-41.0,48.6,230.0,1.43925058271601,13.423060670359485,254.6233106957338,True,298775.0,3.293571496608512,10407.685929282898,82.45680494923863,4.236782558869869,0.19702836186024655,3.9522857959302145,0.09880714489825536
8963b2,FDB55U,United Arab Emirates,2026-09-18 15:20:32+00:00,2026-09-18 15:20:35+00:00,50.0925,26.9974,12016.74,False,242.97,105.1,0.0,False,A6-FEP,Boeing,737NG 8KN/W,B738,B738,True,2026-09-18 15:00:00+00:00,25,27.029877,50.100002,3.6869544335828484,200,-52.5,37.5,220.0,-4.385789722578031,9.448375148869426,238.77122353134365,True,67150.0,0.7238255043663844,2287.2885937977744,9.533294473411612,1.6600509984521052,0.1593649953280555,0.8685906052396613,0.02171476513099153
4bb154,THY6288,Turkey,2026-09-18 15:20:34+00:00,2026-09-18 15:20:35+00:00,50.9488,27.0003,12664.44,False,247.26,127.56,0.0,False,TC-LJT,Boeing,Boeing 777-F,B77L,B77L,True,2026-09-18 15:00:00+00:00,26,27.029877,50.9,5.846885785083281,200,-52.5,33.9,225.0,-1.219344224142724,9.337387791784215,246.21777170908695,True,298775.0,3.226389741525388,10195.391583220226,83.77932156560472,1.34504322799353,0.19351778431354946,3.871667689830465,0.09679169224576163
8963b7,FDB746,United Arab Emirates,2026-09-18 15:20:32+00:00,2026-09-18 15:20:35+00:00,49.9785,27.0484,12649.2,False,240.94,96.87,0.0,False,A6-FEU,Boeing,737NG 8KN/W,B738,B738,True,2026-09-18 15:00:00+00:00,27,27.029877,50.0,2.962510832925786,200,-52.5,37.5,220.0,-5.693130360731565,8.723256911278089,235.40854888090857,True,67150.0,0.7186647121344619,2270.9804903449,9.622760759528289,1.6450179729595944,0.17574256050733417,0.8623976545613543,0.021559941364033858
896539,ETD99P,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,55.4114,24.1706,4251.96,False,167.73,341.4,-6.5,False,A6-BNB,Boeing Company,B787-9,B789,B789,True,2026-09-18 15:00:00+00:00,28,24.217924,55.436172,5.831262426163079,700,14.3,10.8,193.0,-2.555180802429142,-1.5719577179102386,165.18229913649077,True,215900.0,0.7805396769966795,2466.505379309507,7.651574266061081,3.7000164791629446,0.01001895933139241,0.9366476123960153,0.023416190309900383
896514,FDB1125,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,36.002,31.017,7848.6,False,208.83,335.71,-5.2,False,A6-FNA,,,B39M,B39M,True,2026-09-18 15:00:00+00:00,29,31.0,36.0,1.8998993694820996,300,-35.5,69.1,262.0,5.384026061998123,-18.423869324726255,215.0048555790892,True,74800.0,0.41805085943494635,1321.0407158144305,4.196132968905806,0.8622952567630652,0.031361337484214775,0.5016610313219356,0.01254152578304839
896512,FDB3PR,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,37.9893,32.9665,11879.58,False,231.68,153.49,-0.33,False,A6-FMG,,737-8 MAX,B38M,B38M,True,2026-09-18 15:00:00+00:00,30,33.0,38.0,3.8564112798124137,200,-52.5,93.4,242.0,0.6746197626834061,25.93567206969315,233.7976227654333,True,69700.0,0.5848183555054453,1848.026003397207,6.750768496748083,0.7807767731205604,0.05463272027412986,0.7017820266065343,0.017544550665163357
896518,FDB1148,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,52.3318,26.3714,12839.7,False,233.44,110.51,-9.75,False,A6-FMI,,,B38M,B38M,True,2026-09-18 15:00:00+00:00,31,26.397186,52.27723,6.145693945608426,200,-52.0,25.0,235.0,-3.932377716279645,5.7237849486578884,229.57898510200218,True,69700.0,0.18256419344834804,576.9028512967798,1.1367125169015921,2.5154875373628944,0.10516146257796324,0.21907703213801763,0.005476925803450441
896516,FDB855,United Arab Emirates,2026-09-18 15:20:32+00:00,2026-09-18 15:20:32+00:00,54.6917,24.4665,7795.26,False,209.3,210.09,5.85,False,A6-FNC,,,B39M,B39M,True,2026-09-18 15:00:00+00:00,32,24.49912,54.71154,4.1457774024061536,500,-3.7,23.3,78.0,-4.338311847819365,-4.802989777721507,205.01795609408617,True,74800.0,0.9555332234835562,3019.4849862080378,14.605728598024994,0.43077476326834263,0.059794498204621675,1.1466398681802674,0.028665996704506685
a98ac6,UNIDENT,United States,2026-09-18 15:20:36+00:00,2026-09-18 15:20:36+00:00,51.0922,25.748,4511.04,False,50.54,321.61,0.0,False,N7139A,Cessna,172,C172,,True,2026-09-18 15:00:00+00:00,33,25.694199,51.12078,6.632214022324205,700,16.4,12.5,6.0,2.4812318855542252,2.4289535793429344,53.07683907461253,False,,,,,,,,
89647c,UAE8UW,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,55.5934,25.1134,769.62,False,106.98,333.43,-2.6,False,A6-EUR,Airbus,A380 842,A388,A388,True,2026-09-18 15:00:00+00:00,6,25.13181,55.631065,4.309245382448305,850,29.8,19.2,274.0,2.712483533446524,-4.592045026480674,109.78855961010082,True,476000.0,2.583959284528283,8165.311339109374,32.254657476375606,10.434680456734956,1.0502938231226953,3.1007511414339395,0.07751877853584849
89646b,FDB3HP,United Arab Emirates,2026-09-18 15:20:34+00:00,2026-09-18 15:20:34+00:00,54.7175,25.6678,4351.02,False,181.13,112.19,-5.2,False,A6-FGD,Boeing,737NG 8KN/W,B738,B738,True,2026-09-18 15:00:00+00:00,34,25.694199,54.744286,3.977689192074154,700,14.8,25.3,191.0,1.3638326177861595,6.894172980458912,182.62400872999433,True,67150.0,0.44420122737708967,1403.6758785116033,3.9373639864372176,3.803386678180065,0.36031804829341046,0.5330414728525076,0.01332603682131269
896429,ETD96B,United Arab Emirates,2026-09-18 15:20:34+00:00,2026-09-18 15:20:34+00:00,54.8002,24.2386,1310.64,False,131.61,129.29,-1.63,False,A6-EJA,Airbus,A320 232SL,A320,A320,True,2026-09-18 15:00:00+00:00,35,24.217924,54.76596,4.164156070176815,850,29.4,23.3,258.0,-4.04759093955683,5.050412664312157,127.66234712468545,True,66300.0,0.566760716792917,1790.9638650656175,5.4271651883723235,3.376121960596066,0.3269298364872758,0.6801128601515003,0.01700282150378751
896442,ETD980,United Arab Emirates,2026-09-18 15:20:12+00:00,2026-09-18 15:20:26+00:00,55.5574,23.8088,5349.24,False,194.2,308.11,-8.45,False,A6-DDE,Boeing,777 FFX,B77L,B77L,True,2026-09-18 15:00:00+00:00,36,23.796133,55.560253,1.4381021471727675,500,-3.5,24.7,76.0,-4.213734027464648,5.414729099853371,190.06341191668568,True,298775.0,1.2345572252981671,3901.200831942208,14.277620218351503,24.663186285880723,2.416290616520427,1.4814686703578006,0.037036716758945015
89642d,ABY597,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,54.336,25.3877,5669.28,False,208.19,286.51,6.5,False,A6-AOJ,Airbus,A320 214SL,A320,A320,True,2026-09-18 15:00:00+00:00,37,25.413004,54.312027,3.703403989239268,500,-4.0,23.1,81.0,-5.791106681886331,2.7634569853939492,202.41775789418102,True,66300.0,1.2364755944460584,3907.2628784495446,23.641509056858805,1.6219376694783108,0.18041750093653736,1.48377071333527,0.03709426783338175
89649e,ETD81C,United Arab Emirates,2026-09-18 15:20:21+00:00,2026-09-18 15:20:21+00:00,54.7731,24.3692,838.2,False,88.22,308.61,-4.88,False,A6-APJ,Airbus,A380 861,A388,A388,True,2026-09-18 15:00:00+00:00,38,24.358522,54.78678,1.8247965333431106,850,29.3,23.5,261.0,4.400854742991876,-4.8212405298984295,92.74625110250837,True,476000.0,1.3447514564708016,4249.414602447733,9.710182889276801,36.1882233640862,4.325676819185233,1.613701747764962,0.040342543694124045
8964d2,FDB202,United Arab Emirates,2026-09-18 15:20:34+00:00,2026-09-18 15:20:35+00:00,54.5192,25.7426,5684.52,False,192.6,112.46,-11.38,False,A6-FMC,,,B38M,B38M,True,2026-09-18 15:00:00+00:00,39,25.694199,54.54842,6.126510912933117,500,-4.0,17.2,65.0,3.230278295951358,-3.5202929742469946,195.86191656392597,True,69700.0,0.13319638679328163,420.90058226676996,0.6068482176513141,2.9206669669078025,0.12808360386068807,0.15983566415193795,0.003995891603798449
4c8097,CYP11B,Cyprus,2026-09-18 15:18:40+00:00,2026-09-18 15:18:50+00:00,34.8994,31.9973,114.3,False,65.55,301.2,-3.25,False,,,,,,False,2026-09-18 15:00:00+00:00,5,32.0,34.875,2.3204250673270983,850,15.9,33.8,280.0,8.753484578078975,-3.3952529079929756,74.38101614494154,False,,,,,,,,
89664b,ABY104,United Arab Emirates,2026-09-18 15:20:34+00:00,2026-09-18 15:20:34+00:00,52.3286,26.3724,8145.78,False,210.98,110.56,0.0,False,,,,,,False,2026-09-18 15:00:00+00:00,31,26.397186,52.27723,5.812074093444142,300,-29.5,8.7,254.0,-1.9411476805871466,1.4395219553479965,209.04380881163937,False,,,,,,,,
896660,FDB898,United Arab Emirates,2026-09-18 15:20:33+00:00,2026-09-18 15:20:35+00:00,49.6288,27.063,12649.2,False,241.13,93.18,0.0,False,,,,,,False,2026-09-18 15:00:00+00:00,40,27.100174,49.55506,8.389505018343202,200,-52.5,40.1,219.0,-6.5189317323397065,9.03207477538283,234.78486264757547,False,,,,,,,,
896621,UAE102,United Arab Emirates,2026-09-18 15:20:34+00:00,2026-09-18 15:20:34+00:00,54.0571,25.7399,6736.08,False,209.26,109.68,-3.25,False,,,,,,False,2026-09-18 15:00:00+00:00,41,25.694199,54.058758,5.084433166895685,500,-4.2,18.6,75.0,4.2487706527288855,-2.939794616117631,213.529008656961,False,,,,,,,,
896609,FDB1626,United Arab Emirates,2026-09-18 15:16:19+00:00,2026-09-18 15:16:24+00:00,39.272,30.575,11102.34,False,250.31,116.62,4.23,True,,,,,,False,2026-09-18 15:00:00+00:00,42,30.625,39.3125,6.777623182334518,250,-43.5,106.1,225.0,-9.293116198879481,27.968730289917936,242.634268295377,False,,,,,,,,
896608,FDB5YM,United Arab Emirates,2026-09-18 15:20:35+00:00,2026-09-18 15:20:35+00:00,55.2911,25.3851,2667.0,False,151.58,131.7,-3.58,False,,,,,,False,2026-09-18 15:00:00+00:00,61,25.413004,55.189598,10.65725664791225,700,14.3,18.1,202.0,1.6948400492938283,4.7335046836383015,153.34791377363644,False,,,,,,,,
896604,FDB1807,United Arab Emirates,2026-09-18 15:20:34+00:00,2026-09-18 15:20:35+00:00,50.0007,26.8769,11696.7,False,235.14,295.95,0.0,False,,,,,,False,2026-09-18 15:00:00+00:00,44,26.81898,49.933556,9.265617921089145,250,-41.0,37.7,217.0,2.007164273121797,-10.278070336999471,237.36978799467153,False,,,,,,,,
896616,UAE9753,United Arab Emirates,2026-09-18 15:20:33+00:00,2026-09-18 15:20:33+00:00,53.4458,26.1353,9814.56,False,246.65,114.0,-5.53,False,,,,,,False,2026-09-18 15:00:00+00:00,45,26.115992,53.428257,2.7706990596363763,300,-29.5,6.1,281.0,-1.651015943108315,0.3811670643048826,244.99928056473956,False,,,,,,,,
89660b,FDB812,United Arab Emirates,2026-09-18 15:19:02+00:00,2026-09-18 15:19:39+00:00,52.8271,22.3079,11391.9,False,235.82,75.6,-0.33,True,,,,,,False,2026-09-18 15:00:00+00:00,46,22.319859,52.771458,5.876243951366682,250,-40.0,12.1,84.0,3.3250542302367103,0.49100129044588375,239.1455582799941,False,,,,,,,,
